time.period,BC.AD,author,dynasty,poem.type,theme,religion,book,chapter,title,content
937–978,AD,Dunhuang,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)","The Abandoned Woman
A wandering man",None,None,0,"To the Tune “Southern Tune,” No. 1","Standing leaning at the beaded curtain,
2 With whom have you been sharing your heart?
The new scratches on your face are plain as day.
4 Who tied the love knot in your silk sash?
And who’s torn the hem of your skirt?
6 Why are your cicada locks in disarray?
And your hairpin—why is it broken?
8 For whom these tear streaks in your rouge?
Tell me straight, here before the hall.
10 Don’t hem and haw."
937–978,AD,Dunhuang,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)","The Abandoned Woman
A wandering man",None,None,0,"To the Tune “Southern Tune,” No. 2","Since you went away
2 I’ve no heart to love another.
New scratches on my face appeared in my dreams.
4 I tied the love knot in my own silk sash.
It was the child who stepped on my hem.5
6 The beaded curtain mussed my cicada locks.
The hairpin broke along an old crack.
8 These streaks in my makeup are from crying for you.
I’m like the cypresses on South Mountain—
10 I’ve no heart to love another."
812-870,AD,Wen Tingyun,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)","Love and Courtship
The beautiful woman
",None,None,0,To the Tune “On the Water Clock at Night”,"Incense in the jade burner,
2 Red wax tears
Unbidden, reflect an autumn mood in the painted hall.
4 Blackened brows fade,
Cloud locks are tousled,
6 The night is long, quilt and pillow cold.
Wutong trees and
8 Third-watch rain are
Unaware of separation throes.
10 Leaf after leaf,
Sound by sound
12 Drips on the empty steps ’til dawn."
812-870,AD,Wen Tingyun,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)",Love and Courtship,None,None,0,To the Tune “Buddha-Like Barbarian”,"Layer on layer of little hills, golds shimmer and fade,
2 Cloud locks hover over the fragrant snow of a cheek.
Lazily rising to paint on moth eyebrows,
4 Dallying with makeup and hair.
Blossoms are mirrored behind and before,
6 Flower faces reflect one another.
Newly embroidered on a jacket of silk
8 Are pair after pair of golden partridges"
812-870,AD,Wen Tingyun,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)",Love and Courtship,None,None,0,To the Tune “Audience at Golden Gate”,"Vain to remember him,
2 No way to get news through.
Chang’e in the heavens doesn’t recognize me.
4 Where shall I seek him, to send him a letter?
Waking, languid, from new sleep,
6 Can’t bear to take up the remains of his letter.
A courtyard full of fallen blossoms—spring is lonely, lonely
8 —Heartbreaking, the fragrant grasses green."
937–978,AD,Li Yu,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)",Remembrances,None,None,0,To the Tune “Beautiful Lady Yu”,"Spring flowers, autumn moon—when will they end?
2 Past affairs—who knows how many?
Last night in the small pavilion the east wind came again.
4 I dare not turn my head toward my homeland in the moonlight.
The inlaid balustrade and jade stairs must still be there
6 —It’s only the youthful faces that have changed.
I ask you, how much sorrow can there be?
8 Just as much as a river full of spring waters, flowing east"
937–978,AD,Li Yu,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)",None,None,None,0,To the Tune “Butterflies Lingering over Flowers”,"Deep in the walled garden, deep—how deep?
2 Mist stacks on willows,
Uncountable layers of screens and blinds.
4 The jade bridle and ornate saddle are in the brothel district—
Though the tower is tall, one can’t see Zhangtai Road.7
6 A driving rain, a mad wind, late in the third month.
A door keeps out the twilight,
8 But there’s no way to keep spring from going.
With tear-filled eyes I ask the blossoms,
but the blossoms do not answer—
10 In a swirl of red they fly into the swings"
991–1055,AD,Yan Shu,The Five Dynasties and the Song Dynasty,"Ci Poetry
Short Song Lyrics (Xiaoling)",None,None,None,0,To the Tune “Sand in Silk-Washing Stream”,"A new song, a cup of wine;
2 Last year’s weather at the old pond terrace.
The setting sun sinks in the west—when to return?
4 Do what one may, blossoms will fall;
As if we knew each other, the swallows come back.
6 In the little garden I pace a fragrant path alone."
987–1053,AD,Liu Yong,The Five Dynasties and the Song Dynasty,"Ci Poetry
Long Song Lyrics (Manci)",The Wandering Man,None,None,0,To the Tune “Eight Beats of a Ganzhou Song”,"I face the splashing evening shower sprinkling from the sky over the river
2 And washing clean the cool autumn.
Gradually the pressing frosty wind gets more and more chilly,
4 The mountain passes and rivers turn bleak,
While the last ray of the sun lingers on the balcony.
6 Here and there the red withers and the green decays—
Slowly nature’s blossoms fade.
8 Only the water of the Yangtze
Silently flows east.
10 I cannot bear to ascend the height and look into the distance.
I look toward my homeland afar, not to be seen;
12 Thoughts of returning home just would not stop.
I sigh over my wanderings these years;
14 What is it that keeps me here?
I imagine my fair one is now gazing earnestly out of her window,
16 Mistaking again and again some returning boat on the horizon for mine.
How could she know that I, leaning against the balustrade here,
18 Am lost in sorrow?
"
987–1053,AD,Liu Yong,The Five Dynasties and the Song Dynasty,"Ci Poetry
Long Song Lyrics (Manci)",None,None,None,0,To the Tune “Prelude to the River Tune”,"For how long has the bright moon been there?
2 I hold up the wine cup and ask the blue sky.
I wonder in the palaces in heaven
4 What year tonight is.
I wish to ride the wind and return there,
6 But fear the crystal towers and jade galleries
So high up there would be too cold for me.
8 I rise to dance with my solitary clear shadow,
How does this compare to the human world!
10 Going round the crimson hall,
Creeping in through the decorated doorway
12 It shines on the sleepless me.
I should not owe it any grudge
14 Then why would it always turn full when we are separated?
Men are sad now, joyous then, because of parting and reunion;
16 Moon cannot but wane and wax, wax and wane.
Things can never be perfect.
18 I only hope we will both live long,
And, while a thousand miles apart, share the same moon’s beauty"
1037–1101,AD,Su Shi,The Five Dynasties and the Song Dynasty,"Ci Poetry
Long Song Lyrics (Manci)","Imagined Journey to the Celestial World
Remembrances",Buddhism,None,0,To the Tune “The Charm of Niannu”:,"The Great Yangtze runs east,
2 Its waves have swept away heroes of past ages.
Lying to the west of the old fort, it is said,
4 Is the Red Cliff, known because of Zhou Yu of the Three Kingdoms.
Rugged stone walls pierce the sky.
6 Angry waves beat the banks,
Churning up water like piles of frosty snow.
8 The mountains and the River look like a painting,
And how many heroes were once here!
10 Thinking far back, I see Zhou Gongjin,
With Little Qiao as his new bride,
12 Beaming with valor.
He has feather fan in hand and is in silk headdress, and while chatting
merrily,
14 The powerful enemy vanishes in flying ash and smoke.
My mind wandering over the old kingdom,
16 I become so sentimental that one may well laugh at me:
Too early have gray hairs crept onto my head.
18 Life is like a dream,
So let me offer this cup to the moon over the river."
1084–1151,AD,Li Qingzhao,The Five Dynasties and the Song Dynasty,"Ci Poetry
Long Song Lyrics (Manci)",The Abandoned Woman,None,None,0,"To the Tune “One Beat Followed by Another, a Long Tune”","Searching and searching, seeking and seeking,
2 Chilly and cold, quiet and desolate,
Sad, sorrowful, miserable.
4 This time of year when it’s warm now, soon cold again,
I just cannot take care of myself.
6 Two or three cups of bland wine
Are not enough to resist the rushing evening wind.
8 The wild geese passing by
Break my heart,
10 And they are none other than my old acquaintances!
In piles chrysanthemums are everywhere.
12 Withered and damaged;
Now who will pick them?
14 I cling to the window;
All alone, what am I going to do before it gets dark?
16 The drizzle on the wutong leaves
Drips and drops, drops and drips into evening.
18 How can all this
Be summed up by one word, “sorrow”?"
1140–1207,AD,Xin Qiji,The Five Dynasties and the Song Dynasty,"Ci Poetry
Long Song Lyrics (Manci)",The Abandoned Woman,None,None,0,To the Tune “Congratulating the Bridegroom”,"Too much I have decayed!
2 Alas, all my life I’ve seen friends and companions fade away,
And now how many of them are left?
4 With gray hair hanging in vain three thousand zhang long,
I laugh away all worldly things.
6 Is there anything left, you ask, that might cheer me up?
I see in green mountains such alluring charm;
8 I expect that they see the same in me,
For in heart and in appearance
10 We are a bit similar.
Goblet in hand, scratching my head by the east window,
12 I presume that Tao Yuanming, having finished his poem “Halting Clouds,”
Was in the same mood now I am.
14 Those on the south side of the Yangtze who got drunk only to seek fame,
How could they know the magic of the turbid wine?
16 Looking back, I conjure a gust of wind and send clouds flying.
I regret not that I can’t meet the ancients,
18 But that the ancients had no chance to see my wildness.
The number of people who understand me
20 Is no more than two or three.
2 Alas, all my life I’ve seen friends and companions fade away,
And now how many of them are left?
4 With gray hair hanging in vain three thousand zhang long,
I laugh away all worldly things.
6 Is there anything left, you ask, that might cheer me up?
I see in green mountains such alluring charm;
8 I expect that they see the same in me,
For in heart and in appearance
10 We are a bit similar."
712–770,AD,Du Fu,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,None,Confucianism,None,0,Autumn Gaze,"The Yellow River winds around the Han frontier walls,
2 Over the river in the autumn wind, a few lines of wild geese.
The attackers crossing trenches pursue on wild horses,
4 The general with his bow case and arrow shoots at the Heavenly Wolf.
Yellow dust by the ancient ford confuses the swift chariots,
6 White moonbeam across the void chills the battleground.
Up north in Shuofang there were many bold plans, they say,
8 Only nowadays where is there a Guo Fenyang?"
1568–1610,AD,Yuan Hongdao,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,None,None,None,0,Composed at Random: Sent to Master Fang,"With a flask, a bamboo hat, and a cape of straw,
2 I am skilled at playing Wu melodies and Chu songs.
The wild crane’s clearheaded because its bones are aged,
4 Mandarin ducks gray together because their love is deep.
Pendants worn at the waist are antiques a thousand years old,
6 The topsy-turvy script written when drunk are waves ten yards long.
Recently in making verse I have become more attentive,
8 When it comes to long lines every time I study Dongpo."
1568–1610,AD,Yuan Hongdao,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,None,None,None,0,Qinhuai: Miscellaneous Poems,"In past years heartbroken on the Moling boat,
Dreams encircle pavilions by the Qinhuai River.
After ten days of drizzling rain and wisps of wind,
The misty scene of lush spring seems like remnants of autumn."
1716–1798,AD,Yuan Mei,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,The Wandering Man,None,None,0,Traveling in the Mountains: Miscellaneous Poem,"Rugged and steep for ten li, for half a li flat,
Just as one peak says farewell, another bids me welcome!
Green mountains wrap round me like cocoons,
I don’t believe there could be a pathway ahead."
1743–1819,AD,Gan Lirou,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,"Music and Ritual Performances
Love and Courtship",None,None,0,On the Full Moon: Written at Age Six,"Who sent Wu Gang’s axe
Clearly to chop it exactly round?
How come not long after it’s been full
Again a crescent forms where it has waned?"
1743–1819,AD,Gan Lirou,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,"Music and Ritual Performances
Love and Courtship",None,None,0,Weeping for Elder Sister,"In the clear night I still remember when we chatted quietly.
2 When you were alive, I feared we would part, with little chance to be
together.
In our inner chambers, how could we know we’d be separated by death?
4 In my heart, I could only pine for your visits home.
Sisters linking verses were like the best of friends,
6 I followed my companion, at dawn or dusk we embroidered together.
Now in front of the mirror I am startled to see myself standing alone,
8 Why must I see a pair of swallows fluttering by the curtains?"
1743–1819,AD,Gan Lirou,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,"Music and Ritual Performances
Love and Courtship",None,None,0,Hastening the Bride’s Toilet,"Pearl headdress and patterned robe suddenly put on my body,
In marrying, I take leave of my family and part from those I love.
The way of the daughter comes to an end, that of the wife begins,
But there is no mother to tie my sash with her own hands."
1743–1819,AD,Gan Lirou,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,"Music and Ritual Performances
Love and Courtship",None,None,0,Night in the Boudoir,"Your lovely sentiments transmitted in ink,
2 My good friend excels in poems and songs. (Baihuang)
Fragrant tunes rise from the zithers,
4 The tinkling gems enhance the jadelike beauty. (Ruyu)
As the temple bell sounds amid hushed bamboos,
6 The moon’s reflection rises late on the curtain. (Baihuang)
You want to put all your efforts into the vocation of a thousand years,
8 Deep in the night, not yet gone to bed. (Ruyu)"
1743–1819,AD,Gan Lirou,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,"Music and Ritual Performances
Hardship and Injustice
Love and Courtship",None,None,0,Recited at Random,"In leisure, I roll out a scroll and open the window,
2 A painting in hand, I face the twilight in the breeze.
The world seems small when one takes a broad view,
4 Looking back, one recognizes the mistakes of the past and present.
Only when I practice meditation do I realize an undefiled mind,
6 Only when I copy sutras do I know there’s a crucial point in the brush.
When the myriad sounds quiet down thoughts become tranquil,
8 The moon moves pure shadows onto the screen."
1743–1819,AD,Gan Lirou,Ming & Qing Dynasty,Shi Poetry of the Ming and Qing Dynasties,"Music and Ritual Performances
Love and Courtship",None,None,0,"On a Summer Day: Dwelling in the Mountains
","The hills are quiet, just right for hot weather,
2 Wind through the pines enters into clear dreams.
Rain colors fly across precipitous cliffs,
4 On ancient trees sob the sound of cicadas.
Stitching embroidery has been my lesson in recent years,
6 Watching clouds—sentiments beyond phenomena.
If one does not know that the dusty world is faraway,
8 In vain one will try to prove No Rebirth."
